idx,account,tx_deg,tx_S,tx_B,tx_S_ratio,bhv_S,bhv_B,bhv_S_ratio,shift
70990,131:9000000004286096,8,3,5,0.375,8,2,0.8,0.42500000000000004
71007,131:9000000004286272,22,4,18,0.18181818181818182,4,6,0.4,0.2181818181818182
71028,131:9000000004286461,4,1,3,0.25,3,7,0.3,0.04999999999999999
71034,131:9000000004286542,5,2,3,0.4,4,6,0.4,0.0
71036,131:9000000004286566,213,21,192,0.09859154929577464,4,6,0.4,0.3014084507042254
71090,131:9000000004287064,51,15,36,0.29411764705882354,5,5,0.5,0.20588235294117646
71102,131:9000000004287194,259,59,200,0.2277992277992278,8,2,0.8,0.5722007722007723
71143,131:9000000004287634,68,12,56,0.17647058823529413,2,8,0.2,0.023529411764705882
71175,131:9000000004287921,18,5,13,0.2777777777777778,5,5,0.5,0.2222222222222222
71199,131:9000000004288240,464,31,433,0.0668103448275862,5,5,0.5,0.4331896551724138
71231,131:9000000004288529,912,48,864,0.05263157894736842,9,1,0.9,0.8473684210526315
71236,131:9000000004288554,7,1,6,0.14285714285714285,4,6,0.4,0.2571428571428572
71240,131:9000000004288590,3,1,2,0.3333333333333333,10,0,1.0,0.6666666666666667
71372,131:9000000004289853,19,5,14,0.2631578947368421,1,9,0.1,-0.16315789473684209
71499,131:9000000004291047,16,6,10,0.375,10,0,1.0,0.625
71637,131:9000000004292361,2,1,1,0.5,6,4,0.6,0.09999999999999998
71690,131:9000000004292954,12,3,9,0.25,3,7,0.3,0.04999999999999999
71801,131:9000000004293998,1353,49,1304,0.03621581670362158,10,0,1.0,0.9637841832963784
71816,131:9000000004294138,13,1,12,0.07692307692307693,3,7,0.3,0.22307692307692306
71838,131:9000000004294331,70,7,63,0.1,5,5,0.5,0.4
71888,131:9000000004294843,37,4,33,0.10810810810810811,3,7,0.3,0.19189189189189187
71974,131:9000000004295536,56,3,53,0.05357142857142857,4,6,0.4,0.3464285714285715
71990,131:9000000004295666,19,5,14,0.2631578947368421,4,6,0.4,0.13684210526315793
72049,131:9000000004296229,5,1,4,0.2,2,8,0.2,0.0
72078,131:9000000004296493,6,1,5,0.16666666666666666,4,6,0.4,0.23333333333333336
72224,131:9000000004297672,16,6,10,0.375,6,4,0.6,0.22499999999999998
72230,131:9000000004297698,9,1,8,0.1111111111111111,7,3,0.7,0.5888888888888888
72371,131:9000000004299049,11,1,10,0.09090909090909091,7,3,0.7,0.609090909090909
72502,131:9000000004300171,1,1,0,1.0,5,5,0.5,-0.5
72504,131:9000000004300175,3,1,2,0.3333333333333333,7,3,0.7,0.36666666666666664
72505,131:9000000004300187,10,1,9,0.1,3,7,0.3,0.19999999999999998
72506,131:9000000004300188,2,1,1,0.5,4,6,0.4,-0.09999999999999998
72508,131:9000000004300228,3,2,1,0.6666666666666666,7,3,0.7,0.033333333333333326
72525,131:9000000004300342,5,3,2,0.6,6,4,0.6,0.0
72679,131:9000000004301950,1,1,0,1.0,5,5,0.5,-0.5
72727,131:9000000004302330,2,1,1,0.5,5,5,0.5,0.0
72805,131:9000000004302993,3,1,2,0.3333333333333333,5,5,0.5,0.16666666666666669
72806,131:9000000004303032,1,1,0,1.0,7,3,0.7,-0.30000000000000004
72851,131:9000000004303446,12,7,5,0.5833333333333334,9,1,0.9,0.31666666666666665
72853,131:9000000004303459,3,2,1,0.6666666666666666,7,3,0.7,0.033333333333333326
73153,131:9000000004306558,28,9,19,0.32142857142857145,7,3,0.7,0.3785714285714285
73238,131:9000000004307349,2,1,1,0.5,4,6,0.4,-0.09999999999999998
73264,131:9000000004307657,3,2,1,0.6666666666666666,6,4,0.6,-0.06666666666666665
73265,131:9000000004307663,2,1,1,0.5,4,6,0.4,-0.09999999999999998
73266,131:9000000004307668,5,1,4,0.2,2,8,0.2,0.0
73280,131:9000000004307785,61,11,50,0.18032786885245902,6,4,0.6,0.419672131147541
73520,131:9000000004310506,158,24,134,0.1518987341772152,5,5,0.5,0.3481012658227848
73683,131:9000000004312113,1,1,0,1.0,7,3,0.7,-0.30000000000000004
73706,131:9000000004312327,2,1,1,0.5,5,5,0.5,0.0
73800,131:9000000004313292,1,1,0,1.0,5,5,0.5,-0.5
74114,131:9000000004316257,3,1,2,0.3333333333333333,2,8,0.2,-0.1333333333333333
74115,131:9000000004316271,1,1,0,1.0,9,1,0.9,-0.09999999999999998
74117,131:9000000004316300,1,1,0,1.0,9,1,0.9,-0.09999999999999998
74125,131:9000000004316388,2,1,1,0.5,4,6,0.4,-0.09999999999999998
74402,131:9000000004319430,6,3,3,0.5,7,3,0.7,0.19999999999999996
74445,131:9000000004319784,29,10,19,0.3448275862068966,6,4,0.6,0.2551724137931034
74520,131:9000000004320513,2,1,1,0.5,1,9,0.1,-0.4
74521,131:9000000004320519,1,1,0,1.0,9,1,0.9,-0.09999999999999998
74524,131:9000000004320531,1,1,0,1.0,6,4,0.6,-0.4
74526,131:9000000004320542,1,1,0,1.0,4,6,0.4,-0.6
74545,131:9000000004320753,3,3,0,1.0,7,3,0.7,-0.30000000000000004
74661,131:9000000004321840,4,1,3,0.25,7,3,0.7,0.44999999999999996
74682,131:9000000004322044,471,33,438,0.07006369426751592,4,6,0.4,0.3299363057324841
74770,131:9000000004323019,15,1,14,0.06666666666666667,6,4,0.6,0.5333333333333333
74825,131:9000000004323666,3,1,2,0.3333333333333333,4,6,0.4,0.06666666666666671
74913,131:9000000004324619,4,1,3,0.25,6,4,0.6,0.35
74985,131:9000000004325302,3,1,2,0.3333333333333333,3,7,0.3,-0.033333333333333326
75154,131:9000000004327105,4,2,2,0.5,3,7,0.3,-0.2
75293,131:9000000004328479,3,3,0,1.0,6,4,0.6,-0.4
75318,131:9000000004328730,17,3,14,0.17647058823529413,5,5,0.5,0.32352941176470584
75433,131:9000000004329843,16,2,14,0.125,5,5,0.5,0.375
75454,131:9000000004330057,7,2,5,0.2857142857142857,6,4,0.6,0.3142857142857143
75830,131:9000000004333818,4,1,3,0.25,8,2,0.8,0.55
75930,131:9000000004334751,3,2,1,0.6666666666666666,8,2,0.8,0.13333333333333341
75931,131:9000000004334767,17,11,6,0.6470588235294118,4,6,0.4,-0.24705882352941178
76015,131:9000000004335645,1,1,0,1.0,5,5,0.5,-0.5
76016,131:9000000004335646,1,1,0,1.0,6,4,0.6,-0.4
76026,131:9000000004335747,9,1,8,0.1111111111111111,3,7,0.3,0.18888888888888888
76033,131:9000000004335794,17,2,15,0.11764705882352941,5,5,0.5,0.38235294117647056
76045,131:9000000004335928,1,1,0,1.0,3,7,0.3,-0.7
76058,131:9000000004336021,2,1,1,0.5,4,6,0.4,-0.09999999999999998
76075,131:9000000004336179,455,32,423,0.07032967032967033,4,6,0.4,0.3296703296703297
76390,131:9000000004339273,4,2,2,0.5,3,7,0.3,-0.2
76410,131:9000000004339490,2,1,1,0.5,4,6,0.4,-0.09999999999999998
76473,131:9000000004340062,2,1,1,0.5,5,5,0.5,0.0
76740,131:9000000004342747,4,1,3,0.25,3,7,0.3,0.04999999999999999
76759,131:9000000004342921,2,1,1,0.5,8,2,0.8,0.30000000000000004
76977,131:9000000004345207,3,3,0,1.0,7,3,0.7,-0.30000000000000004
77083,131:9000000004346163,14,6,8,0.42857142857142855,4,6,0.4,-0.028571428571428525
77198,131:9000000004347488,1,1,0,1.0,5,5,0.5,-0.5
77225,131:9000000004347835,4,3,1,0.75,3,7,0.3,-0.45
77285,131:9000000004348518,1,1,0,1.0,7,3,0.7,-0.30000000000000004
77448,131:9000000004350230,2,1,1,0.5,10,0,1.0,0.5
77599,131:9000000004351927,1,1,0,1.0,7,3,0.7,-0.30000000000000004
77600,131:9000000004351928,2,1,1,0.5,4,6,0.4,-0.09999999999999998
77684,131:9000000004352731,1,1,0,1.0,7,3,0.7,-0.30000000000000004
77685,131:9000000004352732,3,1,2,0.3333333333333333,5,5,0.5,0.16666666666666669
77687,131:9000000004352759,2,1,1,0.5,4,6,0.4,-0.09999999999999998
77688,131:9000000004352761,1,1,0,1.0,7,3,0.7,-0.30000000000000004
77750,131:9000000004353332,1,1,0,1.0,5,5,0.5,-0.5
77837,131:9000000004354187,1,1,0,1.0,9,1,0.9,-0.09999999999999998
77888,131:9000000004354553,1,1,0,1.0,7,3,0.7,-0.30000000000000004
77932,131:9000000004355003,3,3,0,1.0,6,4,0.6,-0.4
78044,131:9000000004356221,2,1,1,0.5,4,6,0.4,-0.09999999999999998
78046,131:9000000004356252,1,1,0,1.0,9,1,0.9,-0.09999999999999998
78049,131:9000000004356272,333,27,306,0.08108108108108109,6,4,0.6,0.518918918918919
78124,131:9000000004357104,1,1,0,1.0,6,4,0.6,-0.4
78350,131:9000000004359395,1,1,0,1.0,5,5,0.5,-0.5
78351,131:9000000004359396,1,1,0,1.0,7,3,0.7,-0.30000000000000004
78400,131:9000000004359871,23,3,20,0.13043478260869565,6,4,0.6,0.4695652173913043
78436,131:9000000004360244,9,4,5,0.4444444444444444,6,4,0.6,0.15555555555555556
78496,131:9000000004360877,2,1,1,0.5,5,5,0.5,0.0
78535,131:9000000004361188,1,1,0,1.0,8,2,0.8,-0.19999999999999996
78673,131:9000000004362485,8,1,7,0.125,2,8,0.2,0.07500000000000001
78810,131:9000000004363819,3,1,2,0.3333333333333333,7,3,0.7,0.36666666666666664
78818,131:9000000004363931,1,1,0,1.0,7,3,0.7,-0.30000000000000004
79037,131:9000000004366323,1,1,0,1.0,7,3,0.7,-0.30000000000000004
79062,131:9000000004366570,1,1,0,1.0,9,1,0.9,-0.09999999999999998
79063,131:9000000004366579,1,1,0,1.0,8,2,0.8,-0.19999999999999996
79139,131:9000000004367301,1,1,0,1.0,6,4,0.6,-0.4
79140,131:9000000004367319,1,1,0,1.0,7,3,0.7,-0.30000000000000004
79596,131:9000000004371693,1,1,0,1.0,4,6,0.4,-0.6
79611,131:9000000004371843,1,1,0,1.0,5,5,0.5,-0.5
79615,131:9000000004371865,390,21,369,0.05384615384615385,9,1,0.9,0.8461538461538461
79687,131:9000000004372728,71,11,60,0.15492957746478872,5,5,0.5,0.34507042253521125
79713,131:9000000004373098,7,3,4,0.42857142857142855,6,4,0.6,0.17142857142857143
79738,131:9000000004373337,3,2,1,0.6666666666666666,7,3,0.7,0.033333333333333326
80204,131:9000000004378201,371,19,352,0.05121293800539083,9,1,0.9,0.8487870619946092
80207,131:9000000004378214,11,4,7,0.36363636363636365,7,3,0.7,0.3363636363636363
80210,131:9000000004378251,346,12,334,0.03468208092485549,4,6,0.4,0.36531791907514455
80222,131:9000000004378336,50,3,47,0.06,6,4,0.6,0.54
80224,131:9000000004378349,12,3,9,0.25,3,7,0.3,0.04999999999999999
80225,131:9000000004378355,175,14,161,0.08,6,4,0.6,0.52
80227,131:9000000004378359,3,2,1,0.6666666666666666,8,2,0.8,0.13333333333333341
80243,131:9000000004378533,4,2,2,0.5,5,5,0.5,0.0
80244,131:9000000004378538,8,2,6,0.25,7,3,0.7,0.44999999999999996
80253,131:9000000004378624,13,5,8,0.38461538461538464,4,6,0.4,0.015384615384615385
80272,131:9000000004378827,193,14,179,0.07253886010362694,5,5,0.5,0.4274611398963731
80276,131:9000000004378891,172,11,161,0.06395348837209303,6,4,0.6,0.536046511627907
80285,131:9000000004378964,11,3,8,0.2727272727272727,6,4,0.6,0.32727272727272727
80311,131:9000000004379197,15,8,7,0.5333333333333333,7,3,0.7,0.16666666666666663
80321,131:9000000004379290,11,2,9,0.18181818181818182,6,4,0.6,0.41818181818181815
80338,131:9000000004379398,1,1,0,1.0,5,5,0.5,-0.5
80339,131:9000000004379428,2,2,0,1.0,7,3,0.7,-0.30000000000000004
80340,131:9000000004379439,3,2,1,0.6666666666666666,4,6,0.4,-0.2666666666666666
80373,131:9000000004379767,3,1,2,0.3333333333333333,4,6,0.4,0.06666666666666671
80374,131:9000000004379774,1,1,0,1.0,9,1,0.9,-0.09999999999999998
80375,131:9000000004379777,1,1,0,1.0,7,3,0.7,-0.30000000000000004
80418,131:9000000004380168,4,2,2,0.5,4,6,0.4,-0.09999999999999998
80423,131:9000000004380203,8,2,6,0.25,4,6,0.4,0.15000000000000002
80435,131:9000000004380316,9,2,7,0.2222222222222222,4,6,0.4,0.1777777777777778
80457,131:9000000004380518,6,1,5,0.16666666666666666,6,4,0.6,0.43333333333333335
80468,131:9000000004380592,2,1,1,0.5,5,5,0.5,0.0
80511,131:9000000004380963,1,1,0,1.0,7,3,0.7,-0.30000000000000004
80543,131:9000000004381334,1,1,0,1.0,6,4,0.6,-0.4
80545,131:9000000004381381,3,1,2,0.3333333333333333,5,5,0.5,0.16666666666666669
80557,131:9000000004381516,1,1,0,1.0,7,3,0.7,-0.30000000000000004
80594,131:9000000004381878,1,1,0,1.0,9,1,0.9,-0.09999999999999998
80623,131:9000000004382111,1,1,0,1.0,9,1,0.9,-0.09999999999999998
80632,131:9000000004382210,2,2,0,1.0,4,6,0.4,-0.6
80633,131:9000000004382211,1,1,0,1.0,6,4,0.6,-0.4
80637,131:9000000004382238,2,1,1,0.5,4,6,0.4,-0.09999999999999998
80674,131:9000000004382525,2,1,1,0.5,8,2,0.8,0.30000000000000004
80694,131:9000000004382704,4,2,2,0.5,8,2,0.8,0.30000000000000004
80708,131:9000000004382803,5,3,2,0.6,5,5,0.5,-0.09999999999999998
80774,131:9000000004383324,16,5,11,0.3125,5,5,0.5,0.1875
80810,131:9000000004383739,2,1,1,0.5,4,6,0.4,-0.09999999999999998
80827,131:9000000004383889,1,1,0,1.0,7,3,0.7,-0.30000000000000004
80832,131:9000000004383943,2,1,1,0.5,5,5,0.5,0.0
80834,131:9000000004383956,1,1,0,1.0,8,2,0.8,-0.19999999999999996
80855,131:9000000004384165,1,1,0,1.0,5,5,0.5,-0.5
80915,131:9000000004384723,1,1,0,1.0,5,5,0.5,-0.5
81028,131:9000000004385791,1,1,0,1.0,7,3,0.7,-0.30000000000000004
81052,131:9000000004386016,16,4,12,0.25,3,7,0.3,0.04999999999999999
81159,131:9000000004387146,446,38,408,0.08520179372197309,8,2,0.8,0.7147982062780269
81160,131:9000000004387157,512,45,467,0.087890625,8,2,0.8,0.712109375
81166,131:9000000004387215,380,34,346,0.08947368421052632,9,1,0.9,0.8105263157894738
81176,131:9000000004387318,33,6,27,0.18181818181818182,3,7,0.3,0.11818181818181817
81477,131:9000000004390079,5,1,4,0.2,5,5,0.5,0.3
81495,131:9000000004390276,34,3,31,0.08823529411764706,7,3,0.7,0.6117647058823529
81500,131:9000000004390319,43,5,38,0.11627906976744186,6,4,0.6,0.48372093023255813
81552,131:9000000004390799,6,1,5,0.16666666666666666,5,5,0.5,0.33333333333333337
81654,131:9000000004391700,153,5,148,0.032679738562091505,9,1,0.9,0.8673202614379085
81733,131:9000000004392356,1,1,0,1.0,4,6,0.4,-0.6
81766,131:9000000004392782,1,1,0,1.0,7,3,0.7,-0.30000000000000004
81770,131:9000000004392811,1,1,0,1.0,8,2,0.8,-0.19999999999999996
81771,131:9000000004392813,1,1,0,1.0,2,8,0.2,-0.8
82081,131:9000000004395786,1,1,0,1.0,8,2,0.8,-0.19999999999999996
82082,131:9000000004395789,1,1,0,1.0,6,4,0.6,-0.4
82145,131:9000000004396408,37,2,35,0.05405405405405406,7,3,0.7,0.6459459459459459
82157,131:9000000004396517,1,1,0,1.0,8,2,0.8,-0.19999999999999996
82158,131:9000000004396528,1,1,0,1.0,4,6,0.4,-0.6
82175,131:9000000004396732,57,5,52,0.08771929824561403,5,5,0.5,0.41228070175438597
82210,131:9000000004397129,1,1,0,1.0,7,3,0.7,-0.30000000000000004
82211,131:9000000004397145,1,1,0,1.0,6,4,0.6,-0.4
82423,131:9000000004398987,2,1,1,0.5,8,2,0.8,0.30000000000000004
83143,131:9000000004405515,1,1,0,1.0,6,4,0.6,-0.4
83560,131:9000000004409333,1,1,0,1.0,7,3,0.7,-0.30000000000000004
83628,131:9000000004409869,382,34,348,0.08900523560209424,9,1,0.9,0.8109947643979057
83632,131:9000000004409927,515,35,480,0.06796116504854369,8,2,0.8,0.7320388349514564
83635,131:9000000004409947,259,19,240,0.07335907335907337,8,2,0.8,0.7266409266409267
83661,131:9000000004410157,22,2,20,0.09090909090909091,2,8,0.2,0.1090909090909091
83663,131:9000000004410165,72,5,67,0.06944444444444445,5,5,0.5,0.4305555555555556
83669,131:9000000004410204,13,3,10,0.23076923076923078,2,8,0.2,-0.03076923076923077
83718,131:9000000004410662,20,2,18,0.1,4,6,0.4,0.30000000000000004
83721,131:9000000004410732,2,1,1,0.5,1,9,0.1,-0.4
83774,131:9000000004411281,7,2,5,0.2857142857142857,3,7,0.3,0.01428571428571429
83790,131:9000000004411371,2,2,0,1.0,6,4,0.6,-0.4
83795,131:9000000004411393,1,1,0,1.0,7,3,0.7,-0.30000000000000004
83822,131:9000000004411587,1,1,0,1.0,5,5,0.5,-0.5
83823,131:9000000004411591,4,1,3,0.25,6,4,0.6,0.35
83886,131:9000000004412071,3,1,2,0.3333333333333333,4,6,0.4,0.06666666666666671
84098,131:9000000004414286,1,1,0,1.0,8,2,0.8,-0.19999999999999996
84101,131:9000000004414307,1,1,0,1.0,5,5,0.5,-0.5
84246,131:9000000004415591,622,40,582,0.06430868167202572,8,2,0.8,0.7356913183279743
84268,131:9000000004415828,421,48,373,0.11401425178147269,9,1,0.9,0.7859857482185273
84270,131:9000000004415843,116,11,105,0.09482758620689655,3,7,0.3,0.20517241379310344
84274,131:9000000004415870,173,20,153,0.11560693641618497,4,6,0.4,0.28439306358381505
84275,131:9000000004415875,508,39,469,0.07677165354330709,2,8,0.2,0.12322834645669292
84309,131:9000000004416163,9,3,6,0.3333333333333333,4,6,0.4,0.06666666666666671
84427,131:9000000004417245,51,8,43,0.1568627450980392,3,7,0.3,0.14313725490196078
84441,131:9000000004417377,130,16,114,0.12307692307692308,9,1,0.9,0.7769230769230769
84445,131:9000000004417444,86,19,67,0.22093023255813954,6,4,0.6,0.37906976744186044
84461,131:9000000004417577,54,14,40,0.25925925925925924,3,7,0.3,0.040740740740740744
84468,131:9000000004417631,170,24,146,0.1411764705882353,5,5,0.5,0.3588235294117647
84479,131:9000000004417723,147,20,127,0.1360544217687075,10,0,1.0,0.8639455782312925
84482,131:9000000004417738,350,30,320,0.08571428571428572,4,6,0.4,0.3142857142857143
84620,131:9000000004418985,18,8,10,0.4444444444444444,8,2,0.8,0.3555555555555556
84691,131:9000000004419775,71,13,58,0.18309859154929578,5,5,0.5,0.31690140845070425
84716,131:9000000004420011,26,7,19,0.2692307692307692,3,7,0.3,0.03076923076923077
84782,131:9000000004420652,2,1,1,0.5,5,5,0.5,0.0
84799,131:9000000004420861,463,67,396,0.1447084233261339,6,4,0.6,0.4552915766738661
84831,131:9000000004421197,37,5,32,0.13513513513513514,7,3,0.7,0.5648648648648649
84907,131:9000000004422091,7,3,4,0.42857142857142855,3,7,0.3,-0.12857142857142856
85100,131:9000000004424039,12,5,7,0.4166666666666667,5,5,0.5,0.08333333333333331
85173,131:9000000004424843,2,1,1,0.5,6,4,0.6,0.09999999999999998
85174,131:9000000004424847,3,1,2,0.3333333333333333,7,3,0.7,0.36666666666666664
85175,131:9000000004424868,2,1,1,0.5,8,2,0.8,0.30000000000000004
85176,131:9000000004424873,92,21,71,0.22826086956521738,3,7,0.3,0.07173913043478261
85324,131:9000000004426135,15,3,12,0.2,8,2,0.8,0.6000000000000001
85363,131:9000000004426478,6,1,5,0.16666666666666666,4,6,0.4,0.23333333333333336
85367,131:9000000004426521,2,1,1,0.5,6,4,0.6,0.09999999999999998
85409,131:9000000004427078,432,63,369,0.14583333333333334,2,8,0.2,0.05416666666666667
85644,131:9000000004429421,1,1,0,1.0,7,3,0.7,-0.30000000000000004
85650,131:9000000004429450,1,1,0,1.0,7,3,0.7,-0.30000000000000004
85651,131:9000000004429463,9,5,4,0.5555555555555556,3,7,0.3,-0.2555555555555556
85695,131:9000000004429875,182,36,146,0.1978021978021978,8,2,0.8,0.6021978021978023
86282,131:9000000004435743,1,1,0,1.0,4,6,0.4,-0.6
86284,131:9000000004435760,1,1,0,1.0,8,2,0.8,-0.19999999999999996
86302,131:9000000004436035,1,1,0,1.0,7,3,0.7,-0.30000000000000004
86307,131:9000000004436081,1,1,0,1.0,7,3,0.7,-0.30000000000000004
86529,131:9000000004438296,2,1,1,0.5,5,5,0.5,0.0
86810,131:9000000004440963,5,2,3,0.4,6,4,0.6,0.19999999999999996
86819,131:9000000004441130,2,2,0,1.0,5,5,0.5,-0.5
86882,131:9000000004441826,373,54,319,0.1447721179624665,5,5,0.5,0.3552278820375335
86905,131:9000000004441985,96,22,74,0.22916666666666666,9,1,0.9,0.6708333333333334
86934,131:9000000004442247,74,19,55,0.25675675675675674,7,3,0.7,0.4432432432432432
86958,131:9000000004442444,116,26,90,0.22413793103448276,5,5,0.5,0.27586206896551724
86966,131:9000000004442546,1,1,0,1.0,5,5,0.5,-0.5
87022,131:9000000004443104,28,11,17,0.39285714285714285,6,4,0.6,0.20714285714285713
87392,131:9000000004447162,1,1,0,1.0,7,3,0.7,-0.30000000000000004
87441,131:9000000004447654,4,4,0,1.0,4,6,0.4,-0.6
87472,131:9000000004447986,1,1,0,1.0,7,3,0.7,-0.30000000000000004
87789,131:9000000004451114,1,1,0,1.0,5,5,0.5,-0.5
87815,131:9000000004451249,1,1,0,1.0,5,5,0.5,-0.5
88104,131:9000000004452961,1,1,0,1.0,4,6,0.4,-0.6
88257,131:9000000004453973,1,1,0,1.0,4,6,0.4,-0.6
88395,132:9000000000074950,2,2,0,1.0,7,3,0.7,-0.30000000000000004
88524,132:9000000000146470,1,1,0,1.0,7,3,0.7,-0.30000000000000004
88535,132:9000000000153770,2,2,0,1.0,10,0,1.0,0.0
88580,132:9000000000187959,6,1,5,0.16666666666666666,4,6,0.4,0.23333333333333336
88803,132:9000000000359901,3,1,2,0.3333333333333333,7,3,0.7,0.36666666666666664
88833,132:9000000000383803,6,1,5,0.16666666666666666,3,7,0.3,0.13333333333333333
88841,132:9000000000389006,109,4,105,0.03669724770642202,3,7,0.3,0.26330275229357797
88906,132:9000000000458130,9,2,7,0.2222222222222222,7,3,0.7,0.47777777777777775
88913,132:9000000000463842,3,1,2,0.3333333333333333,6,4,0.6,0.26666666666666666
88939,132:9000000000484777,5,1,4,0.2,8,2,0.8,0.6000000000000001
88961,132:9000000000498431,5,1,4,0.2,1,9,0.1,-0.1
88965,132:9000000000505977,1,1,0,1.0,5,5,0.5,-0.5
88986,132:9000000000523273,3,1,2,0.3333333333333333,0,10,0.0,-0.3333333333333333
89027,132:9000000000556758,12,4,8,0.3333333333333333,7,3,0.7,0.36666666666666664
89092,132:9000000000614694,10,2,8,0.2,8,2,0.8,0.6000000000000001
89215,132:9000000000804678,8,2,6,0.25,6,4,0.6,0.35
89264,132:9000000000855879,3,1,2,0.3333333333333333,6,4,0.6,0.26666666666666666
89289,132:9000000000871329,8,1,7,0.125,4,6,0.4,0.275
89360,132:9000000000942119,47,2,45,0.0425531914893617,5,5,0.5,0.4574468085106383
89383,132:9000000000965840,133,11,122,0.08270676691729323,2,8,0.2,0.11729323308270678
89459,132:9000000001047107,1,1,0,1.0,5,5,0.5,-0.5
89465,132:9000000001059312,20,1,19,0.05,5,5,0.5,0.45
89466,132:9000000001059590,1,1,0,1.0,7,3,0.7,-0.30000000000000004
89473,132:9000000001064804,1,1,0,1.0,7,3,0.7,-0.30000000000000004
89536,132:9000000001139949,61,6,55,0.09836065573770492,4,6,0.4,0.3016393442622951
89553,132:9000000001162711,20,5,15,0.25,4,6,0.4,0.15000000000000002
89568,132:9000000001165561,9,2,7,0.2222222222222222,4,6,0.4,0.1777777777777778
89602,132:9000000001196451,3,1,2,0.3333333333333333,6,4,0.6,0.26666666666666666
89619,132:9000000001207108,4,2,2,0.5,5,5,0.5,0.0
89623,132:9000000001209885,1,1,0,1.0,7,3,0.7,-0.30000000000000004
89688,132:9000000001264790,29,4,25,0.13793103448275862,4,6,0.4,0.2620689655172414
89745,132:9000000001308353,5,1,4,0.2,3,7,0.3,0.09999999999999998
89783,132:9000000001340085,7,2,5,0.2857142857142857,0,10,0.0,-0.2857142857142857
89820,132:9000000001374725,2,1,1,0.5,5,5,0.5,0.0
89908,132:9000000001437947,2,1,1,0.5,5,5,0.5,0.0
89910,132:9000000001438433,14,7,7,0.5,3,7,0.3,-0.2
89922,132:9000000001443262,2,1,1,0.5,4,6,0.4,-0.09999999999999998
89953,132:9000000001464601,2,1,1,0.5,4,6,0.4,-0.09999999999999998
89985,132:9000000001490801,2,1,1,0.5,6,4,0.6,0.09999999999999998
89993,132:9000000001506455,4,2,2,0.5,7,3,0.7,0.19999999999999996
90004,132:9000000002119063,8,2,6,0.25,4,6,0.4,0.15000000000000002
90050,132:9000000002201544,272,17,255,0.0625,2,8,0.2,0.1375
90098,132:9000000002303463,9,1,8,0.1111111111111111,7,3,0.7,0.5888888888888888
90112,132:9000000002311108,375,14,361,0.037333333333333336,8,2,0.8,0.7626666666666667
90173,132:9000000002334623,6,4,2,0.6666666666666666,4,6,0.4,-0.2666666666666666
90188,132:9000000002342216,4,1,3,0.25,2,8,0.2,-0.04999999999999999
90206,132:9000000002350060,16,2,14,0.125,4,6,0.4,0.275
90223,132:9000000002355750,1,1,0,1.0,6,4,0.6,-0.4
90230,132:9000000002357977,1,1,0,1.0,7,3,0.7,-0.30000000000000004
90252,132:9000000002369632,3,1,2,0.3333333333333333,7,3,0.7,0.36666666666666664
90259,132:9000000002370417,22,4,18,0.18181818181818182,5,5,0.5,0.3181818181818182
90315,132:9000000002433565,1,1,0,1.0,3,7,0.3,-0.7
90351,132:9000000002516847,1,1,0,1.0,7,3,0.7,-0.30000000000000004
90359,132:9000000002526947,2,1,1,0.5,5,5,0.5,0.0
90381,132:9000000002564812,80,7,73,0.0875,7,3,0.7,0.6124999999999999
90426,132:9000000002673914,1,1,0,1.0,7,3,0.7,-0.30000000000000004
90511,132:9000000002825623,1,1,0,1.0,7,3,0.7,-0.30000000000000004
90539,132:9000000002856465,1,1,0,1.0,9,1,0.9,-0.09999999999999998
90701,132:9000000003119937,9,3,6,0.3333333333333333,6,4,0.6,0.26666666666666666
90703,132:9000000003121051,1,1,0,1.0,9,1,0.9,-0.09999999999999998
90719,132:9000000003142263,213,19,194,0.0892018779342723,10,0,1.0,0.9107981220657277
90723,132:9000000003149102,6,1,5,0.16666666666666666,2,8,0.2,0.033333333333333354
90756,132:9000000003203548,1,1,0,1.0,7,3,0.7,-0.30000000000000004
90784,132:9000000003241950,4,3,1,0.75,9,1,0.9,0.15000000000000002
90785,132:9000000003242893,2,2,0,1.0,3,7,0.3,-0.7
90851,132:9000000003365447,1,1,0,1.0,6,4,0.6,-0.4
90880,132:9000000003408290,3,1,2,0.3333333333333333,7,3,0.7,0.36666666666666664
90901,132:9000000003431960,1,1,0,1.0,6,4,0.6,-0.4
90992,132:9000000003605788,10,5,5,0.5,4,6,0.4,-0.09999999999999998
91053,132:9000000003698968,281,31,250,0.1103202846975089,5,5,0.5,0.3896797153024911
91094,132:9000000003770331,3,2,1,0.6666666666666666,6,4,0.6,-0.06666666666666665
91202,132:9000000004010480,3,1,2,0.3333333333333333,6,4,0.6,0.26666666666666666
91238,132:9000000004063410,49,19,30,0.3877551020408163,3,7,0.3,-0.08775510204081632
91336,132:9000000004193327,1,1,0,1.0,6,4,0.6,-0.4
91412,132:9000000004202350,1,1,0,1.0,5,5,0.5,-0.5
91431,132:9000000004205622,2,1,1,0.5,7,3,0.7,0.19999999999999996
91434,132:9000000004206302,2,2,0,1.0,7,3,0.7,-0.30000000000000004
91437,132:9000000004207263,389,64,325,0.16452442159383032,1,9,0.1,-0.06452442159383032
91442,132:9000000004243817,2,1,1,0.5,3,7,0.3,-0.2
91454,132:9000000004244749,1,1,0,1.0,3,7,0.3,-0.7
